,id,previousHomeWin,previousAwayWin,previousDraw,previousManagerHomeWin,previousManagerAwayWin,previousManagerDraw,homeAvgRating,homePosition,homePoint,homeForm,awayAvgRating,awayPosition,awayPoint,awayForm,homeExpectedGoal,awayExpectedGoal,homeExpectedAssist,awayExpectedAssist,homeBallPosession,homeShotOnTarget,awayShotOnTarget,homeShotOffTarget,awayShotOffTarget,homeBlockedShot,awayBlockedShot,homeCorner,awayCorner,homeOffside,awayOffside,homeYellowCard,awayYellowCard,homeRedCard,awayRedCard,homeFreekick,awayFreekick,homeThrowIn,awayThrowIn,homeGoalkick,awayGoalkick,homeBigChance,awayBigChance,homeBigChanceMissed,awayBigChanceMissed,homeHitWoodwork,awayHitWoodwork,homeCounterAttack,awayCounterAttack,homeCounterAttackShot,awayCounterAttackShot,homeCounterAttackGoal,awayCounterAttackGoal,homeShotInsideBox,awayShotInsideBox,homeGoalSave,awayGoalSave,homePass,awayPass,homeAccuratePass,awayAccuratePass,homeLongPass,awayLongPass,homeAccurateLongPass,awayAccurateLongPass,homeCross,awayCross,homeAccurateCross,awayAccurateCross,homeDribble,awwayDribble,homeSuccessfulDribble,awaySuccessfulDribble,homePossesionLost,awayPossesionLost,homeDuelWon,awayDuelWon,homeAerialWon,awayAerialWon,homeTackle,awayTackle,homeInterception,awayInterception,homeClearance,awayClearance,homeTeamId,awayTeamId,homeScorePeriod1,homeScoreCurrent,awayScorePeriod1,awayScoreCurrent
3849,10385394,4,4,5,0,1,0,6.81,11,19.0,1.8,6.82,10,19.0,1.4,0.17,0.77,0.0,0.0,45.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,8.0,8.0,4.0,9.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,230.0,283.0,174.0,232.0,34.0,32.0,12.0,17.0,2.0,12.0,0.0,3.0,4.0,4.0,1.0,3.0,78.0,81.0,19.0,24.0,2.0,3.0,8.0,10.0,6.0,6.0,14.0,2.0,7,43,0,0,1,3
3865,10385398,5,13,2,1,7,2,6.79,12,18.0,1.8,6.94,7,22.0,1.8,0.7,1.44,0.0,0.0,40.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,4.0,7.0,8.0,6.0,0.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,3.0,201.0,295.0,158.0,255.0,27.0,39.0,9.0,24.0,5.0,9.0,2.0,4.0,4.0,3.0,2.0,1.0,59.0,58.0,14.0,16.0,3.0,4.0,4.0,7.0,4.0,4.0,10.0,5.0,40,44,0,1,2,3
3881,10385406,11,7,2,6,5,0,6.86,13,17.0,2.4,6.97,3,30.0,3.0,0.22,1.55,0.0,0.0,47.0,0.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,14.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,213.0,245.0,166.0,190.0,18.0,37.0,8.0,22.0,8.0,4.0,2.0,4.0,8.0,16.0,3.0,8.0,75.0,78.0,26.0,26.0,4.0,10.0,14.0,6.0,7.0,7.0,5.0,10.0,31,39,0,0,3,3
3897,10385404,7,5,8,0,1,0,6.76,19,12.0,0.8,6.9,7,21.0,1.4,0.46,0.38,0.0,0.0,30.0,2.0,3.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,154.0,380.0,120.0,340.0,26.0,20.0,6.0,11.0,12.0,6.0,5.0,3.0,9.0,7.0,3.0,2.0,59.0,59.0,24.0,21.0,8.0,9.0,9.0,7.0,6.0,3.0,6.0,7.0,45,30,0,1,2,3
3913,10385392,10,4,2,1,0,0,6.88,9,21.0,0.4,6.72,14,16.0,0.6,1.11,0.03,0.0,0.0,69.0,4.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,4.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,332.0,143.0,297.0,109.0,25.0,20.0,16.0,11.0,8.0,6.0,0.0,0.0,5.0,6.0,2.0,4.0,59.0,60.0,18.0,21.0,2.0,4.0,8.0,7.0,3.0,5.0,9.0,10.0,38,60,2,2,0,0
3929,10385401,10,1,2,5,0,0,6.88,5,26.0,2.0,6.71,19,13.0,1.6,0.62,0.08,0.0,0.0,69.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0,8.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,342.0,148.0,303.0,109.0,22.0,27.0,14.0,10.0,6.0,8.0,1.0,1.0,6.0,7.0,0.0,4.0,57.0,63.0,9.0,23.0,1.0,3.0,7.0,8.0,9.0,5.0,10.0,9.0,35,14,2,3,0,0
3945,10385403,6,8,5,0,3,0,6.77,15,15.0,1.2,7.14,3,32.0,1.8,0.06,2.34,0.0,0.0,26.0,0.0,5.0,1.0,9.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,10.0,12.0,7.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,13.0,4.0,0.0,142.0,403.0,95.0,359.0,31.0,26.0,7.0,16.0,1.0,7.0,0.0,2.0,2.0,4.0,1.0,3.0,64.0,61.0,13.0,18.0,3.0,3.0,6.0,6.0,3.0,1.0,13.0,2.0,34,17,0,1,1,3
3961,10385402,3,5,0,1,5,0,6.83,16,14.0,0.6,6.81,10,20.0,1.2,0.72,0.93,0.0,0.0,65.0,2.0,4.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,16.0,9.0,3.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,2.0,316.0,182.0,274.0,141.0,33.0,30.0,23.0,13.0,20.0,2.0,5.0,1.0,9.0,5.0,3.0,2.0,76.0,58.0,22.0,27.0,9.0,11.0,7.0,11.0,2.0,3.0,3.0,15.0,37,50,0,0,2,2
3977,10385405,14,5,1,6,2,0,6.95,6,25.0,1.8,6.84,13,17.0,1.8,1.06,0.53,0.0,0.0,60.0,1.0,1.0,5.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,4.0,12.0,7.0,3.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,286.0,197.0,247.0,155.0,34.0,32.0,24.0,10.0,16.0,5.0,2.0,1.0,10.0,9.0,6.0,3.0,71.0,66.0,27.0,18.0,4.0,2.0,10.0,9.0,3.0,2.0,4.0,7.0,44,31,2,2,1,1
3993,10385408,4,12,4,0,2,0,6.75,18,13.0,0.8,6.9,5,29.0,2.0,0.32,1.12,0.0,0.0,46.0,1.0,2.0,0.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,9.0,14.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,3.0,1.0,223.0,260.0,177.0,212.0,28.0,28.0,12.0,13.0,8.0,7.0,2.0,3.0,10.0,7.0,6.0,2.0,71.0,71.0,18.0,20.0,2.0,5.0,7.0,8.0,8.0,6.0,7.0,7.0,3,35,0,0,0,1
4074,10385409,6,6,3,2,1,0,6.91,8,24.0,1.8,7.02,1,40.0,2.6,0.21,1.43,0.0,0.0,67.0,2.0,3.0,0.0,1.0,1.0,4.0,3.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,5.0,2.0,11.0,6.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,2.0,318.0,158.0,280.0,119.0,21.0,26.0,11.0,10.0,7.0,5.0,1.0,0.0,2.0,5.0,0.0,3.0,65.0,55.0,13.0,16.0,5.0,3.0,3.0,8.0,6.0,5.0,5.0,6.0,30,42,0,2,2,4
4090,10385410,4,6,4,0,1,0,6.72,14,16.0,0.6,6.79,11,19.0,1.2,0.06,0.79,0.0,0.0,55.0,0.0,4.0,1.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,8.0,20.0,15.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,208.0,168.0,153.0,119.0,25.0,31.0,11.0,9.0,5.0,5.0,2.0,1.0,8.0,7.0,4.0,1.0,81.0,75.0,23.0,27.0,3.0,4.0,10.0,14.0,3.0,7.0,6.0,7.0,60,7,0,0,2,2
4106,10385418,13,2,5,4,1,1,7.14,2,35.0,2.4,6.86,16,14.0,0.8,0.82,0.0,0.0,0.0,69.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,5.0,7.0,11.0,5.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,324.0,145.0,296.0,120.0,18.0,21.0,13.0,9.0,14.0,6.0,4.0,1.0,4.0,4.0,3.0,2.0,45.0,46.0,14.0,15.0,1.0,4.0,5.0,2.0,2.0,1.0,3.0,13.0,17,48,1,1,0,1
4122,10385413,10,4,6,0,0,1,6.98,3,33.0,3.0,6.75,15,15.0,1.2,1.37,0.31,0.0,0.0,50.0,3.0,0.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,7.0,14.0,10.0,3.0,7.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,3.0,189.0,184.0,140.0,130.0,31.0,31.0,17.0,7.0,6.0,6.0,3.0,3.0,12.0,9.0,2.0,3.0,81.0,84.0,30.0,30.0,11.0,6.0,9.0,14.0,7.0,5.0,9.0,9.0,39,34,0,0,0,0
4138,10385407,6,7,7,2,0,1,6.85,10,22.0,1.4,6.74,20,12.0,0.2,0.15,0.7,0.0,0.0,70.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,14.0,12.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,360.0,149.0,307.0,91.0,38.0,32.0,25.0,9.0,4.0,5.0,0.0,2.0,7.0,6.0,1.0,3.0,81.0,84.0,19.0,29.0,6.0,9.0,8.0,13.0,5.0,9.0,12.0,5.0,43,45,1,2,0,1
4154,10385414,14,5,1,0,1,0,6.95,5,30.0,1.4,6.78,12,18.0,1.8,0.25,0.14,0.0,0.0,58.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,7.0,10.0,11.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,299.0,221.0,261.0,188.0,19.0,24.0,13.0,13.0,12.0,2.0,1.0,1.0,7.0,8.0,4.0,4.0,69.0,53.0,22.0,22.0,4.0,2.0,10.0,9.0,3.0,7.0,1.0,14.0,33,40,0,0,0,2
4170,10385412,3,7,4,0,0,1,6.71,19,13.0,1.4,6.89,9,24.0,0.8,0.38,0.69,0.0,0.0,21.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,9.0,10.0,11.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,99.0,406.0,73.0,377.0,16.0,24.0,3.0,13.0,4.0,5.0,0.0,1.0,3.0,8.0,1.0,4.0,47.0,49.0,13.0,23.0,2.0,3.0,5.0,7.0,4.0,1.0,7.0,5.0,14,38,0,1,1,1
4186,10385428,1,3,1,1,3,1,6.82,10,23.0,1.8,6.95,6,28.0,2.4,1.26,1.26,0.0,0.0,24.0,6.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,10.0,12.0,0.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,7.0,3.0,5.0,105.0,350.0,59.0,304.0,29.0,25.0,6.0,12.0,8.0,13.0,4.0,5.0,1.0,7.0,0.0,5.0,69.0,73.0,11.0,17.0,3.0,7.0,6.0,3.0,6.0,0.0,19.0,7.0,50,44,2,3,0,1
4202,10385416,16,3,1,3,2,2,7.01,1,43.0,3.0,6.98,3,34.0,2.6,0.64,0.82,0.0,0.0,63.0,1.0,1.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,8.0,8.0,9.0,4.0,3.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,1.0,246.0,142.0,214.0,106.0,17.0,24.0,13.0,10.0,6.0,7.0,2.0,2.0,8.0,3.0,1.0,1.0,60.0,53.0,19.0,32.0,6.0,6.0,4.0,17.0,1.0,3.0,10.0,7.0,42,39,0,0,0,0
4218,10385415,9,2,1,3,0,0,6.91,4,32.0,2.4,6.7,15,16.0,0.6,0.65,0.14,0.0,0.0,63.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,8.0,6.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,335.0,194.0,287.0,152.0,23.0,21.0,14.0,4.0,8.0,6.0,2.0,2.0,6.0,5.0,2.0,1.0,68.0,59.0,15.0,21.0,3.0,4.0,6.0,8.0,3.0,6.0,5.0,8.0,35,60,1,3,0,0
4234,10385421,6,4,3,0,2,0,6.85,16,15.0,0.4,6.88,10,24.0,1.8,0.32,0.66,0.0,0.0,53.0,3.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,5.0,11.0,9.0,4.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,246.0,222.0,218.0,181.0,22.0,13.0,11.0,5.0,16.0,5.0,4.0,1.0,7.0,4.0,1.0,2.0,59.0,56.0,16.0,26.0,3.0,8.0,5.0,11.0,7.0,3.0,5.0,9.0,48,30,0,1,1,4
4250,10385419,3,6,3,1,1,0,6.83,13,17.0,1.2,6.85,8,25.0,1.4,0.76,1.09,0.0,0.0,52.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,14.0,12.0,7.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,2.0,224.0,198.0,179.0,164.0,17.0,29.0,9.0,13.0,10.0,12.0,2.0,4.0,6.0,11.0,2.0,7.0,65.0,61.0,20.0,24.0,4.0,2.0,10.0,9.0,7.0,6.0,10.0,12.0,31,43,0,0,1,1
4266,10385420,5,8,7,1,3,3,6.8,12,21.0,1.8,6.75,19,13.0,0.8,0.09,0.64,0.0,0.0,46.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,1.0,8.0,7.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,197.0,215.0,170.0,181.0,24.0,35.0,13.0,18.0,5.0,19.0,1.0,4.0,5.0,1.0,0.0,1.0,54.0,58.0,11.0,23.0,2.0,4.0,3.0,17.0,4.0,3.0,12.0,9.0,40,3,0,1,1,1
4282,10385411,3,8,3,3,3,1,6.73,20,12.0,0.0,6.71,18,14.0,1.0,0.22,1.27,0.0,0.0,55.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,11.0,8.0,14.0,9.0,4.0,5.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,182.0,149.0,135.0,107.0,35.0,22.0,11.0,8.0,6.0,7.0,3.0,1.0,2.0,5.0,2.0,2.0,72.0,73.0,35.0,33.0,12.0,14.0,10.0,9.0,5.0,8.0,9.0,9.0,45,14,0,0,1,1
4298,10385424,4,14,2,0,2,0,6.81,11,22.0,1.8,6.93,5,30.0,1.4,0.37,0.26,0.0,0.0,45.0,2.0,1.0,3.0,1.0,4.0,3.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,8.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,244.0,300.0,192.0,252.0,38.0,27.0,14.0,12.0,10.0,9.0,2.0,3.0,10.0,7.0,4.0,3.0,88.0,72.0,24.0,30.0,4.0,11.0,10.0,13.0,6.0,2.0,5.0,16.0,7,33,0,0,0,4
4314,10385417,8,7,5,0,0,1,6.76,14,16.0,1.4,6.83,17,14.0,0.0,0.65,1.12,0.0,0.0,61.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,4.0,11.0,14.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,244.0,150.0,202.0,93.0,25.0,27.0,12.0,13.0,9.0,10.0,2.0,2.0,3.0,6.0,1.0,1.0,72.0,82.0,33.0,23.0,14.0,9.0,10.0,9.0,7.0,4.0,14.0,5.0,34,37,1,2,1,2
4330,10385429,6,13,1,1,9,0,6.89,10,25.0,0.8,7.13,2,36.0,2.0,0.26,0.3,0.0,0.0,46.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,8.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,271.0,318.0,231.0,284.0,15.0,28.0,5.0,18.0,8.0,5.0,1.0,0.0,4.0,9.0,3.0,4.0,62.0,62.0,27.0,23.0,4.0,8.0,15.0,7.0,9.0,5.0,6.0,4.0,38,17,0,0,0,1
4346,10913240,1,13,6,2,1,1,6.86,7,28.0,1.8,6.88,10,25.0,0.8,0.43,1.55,0.0,0.0,46.0,2.0,5.0,2.0,3.0,2.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,9.0,3.0,21.0,7.0,6.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,5.0,1.0,192.0,233.0,145.0,187.0,15.0,20.0,7.0,9.0,12.0,9.0,2.0,1.0,5.0,6.0,1.0,3.0,84.0,71.0,21.0,18.0,4.0,2.0,7.0,10.0,5.0,11.0,13.0,13.0,43,38,1,2,0,1
4362,10385423,6,6,8,3,0,0,6.8,11,22.0,2.0,6.76,14,17.0,1.0,0.11,1.32,0.0,0.0,55.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,1.0,0.0,0.0,7.0,5.0,17.0,20.0,4.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,209.0,159.0,158.0,116.0,39.0,20.0,15.0,6.0,1.0,9.0,0.0,2.0,7.0,13.0,2.0,4.0,78.0,89.0,36.0,25.0,9.0,4.0,18.0,12.0,5.0,4.0,10.0,1.0,40,34,1,2,0,1
4378,10385426,8,10,2,1,3,0,6.92,4,35.0,2.4,7.12,2,39.0,2.0,0.66,0.13,0.0,0.0,31.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,8.0,7.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,167.0,362.0,129.0,329.0,28.0,17.0,13.0,7.0,1.0,6.0,0.0,0.0,5.0,5.0,4.0,2.0,48.0,50.0,12.0,13.0,2.0,3.0,4.0,3.0,1.0,1.0,6.0,2.0,35,17,0,2,0,1
4459,10385439,8,5,6,1,0,1,6.83,9,26.0,2.2,6.7,17,16.0,0.6,0.88,0.16,0.0,0.0,61.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,13.0,8.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,256.0,164.0,197.0,114.0,24.0,22.0,11.0,4.0,17.0,6.0,2.0,1.0,12.0,3.0,4.0,1.0,103.0,76.0,28.0,31.0,13.0,14.0,7.0,14.0,4.0,5.0,4.0,25.0,50,60,1,2,0,0
4475,10385422,8,9,3,1,1,1,6.83,18,15.0,0.2,6.72,20,12.0,0.0,0.55,0.48,0.0,0.0,48.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,4.0,6.0,8.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,2.0,193.0,214.0,141.0,156.0,42.0,40.0,18.0,12.0,10.0,5.0,2.0,2.0,5.0,2.0,2.0,0.0,80.0,82.0,29.0,25.0,13.0,11.0,6.0,10.0,6.0,2.0,12.0,9.0,48,45,1,1,0,2
4491,10385425,7,6,7,2,1,0,6.72,15,17.0,1.6,6.83,13,17.0,1.2,0.46,0.8,0.0,0.0,45.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,6.0,13.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,209.0,253.0,166.0,208.0,26.0,28.0,9.0,20.0,10.0,15.0,2.0,5.0,9.0,5.0,7.0,3.0,65.0,73.0,27.0,21.0,7.0,7.0,7.0,6.0,7.0,3.0,14.0,9.0,14,31,0,2,0,0
4507,10385436,3,9,4,2,0,2,6.89,8,27.0,1.8,6.94,7,28.0,2.4,0.43,0.62,0.0,0.0,64.0,3.0,0.0,1.0,2.0,2.0,1.0,4.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,6.0,7.0,11.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,315.0,180.0,276.0,140.0,21.0,21.0,13.0,6.0,12.0,0.0,1.0,0.0,7.0,0.0,5.0,0.0,65.0,57.0,24.0,19.0,5.0,4.0,8.0,8.0,4.0,8.0,2.0,17.0,30,44,0,3,0,0
4523,10385438,7,7,1,2,1,0,6.76,19,14.0,0.8,6.82,17,15.0,0.2,0.51,0.2,0.0,0.0,67.0,2.0,2.0,4.0,0.0,5.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,13.0,11.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,2.0,347.0,166.0,306.0,128.0,19.0,25.0,10.0,15.0,12.0,10.0,3.0,4.0,6.0,6.0,4.0,2.0,60.0,63.0,20.0,18.0,7.0,10.0,5.0,3.0,2.0,7.0,8.0,13.0,3,37,0,1,0,0
4539,10385433,7,7,6,1,2,0,6.95,5,33.0,1.4,7.01,1,44.0,2.6,0.7,0.91,0.0,0.0,44.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,8.0,11.0,8.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,5.0,2.0,2.0,238.0,301.0,199.0,264.0,27.0,19.0,10.0,9.0,7.0,8.0,1.0,2.0,4.0,10.0,4.0,3.0,60.0,62.0,28.0,24.0,9.0,8.0,11.0,5.0,7.0,2.0,15.0,7.0,33,42,0,0,2,2
4555,10385435,16,4,0,2,0,2,6.87,10,25.0,0.8,6.79,12,22.0,1.2,0.49,0.43,0.0,0.0,69.0,1.0,3.0,2.0,1.0,3.0,0.0,9.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,9.0,2.0,6.0,10.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,1.0,341.0,151.0,310.0,123.0,21.0,22.0,16.0,9.0,20.0,8.0,6.0,1.0,12.0,12.0,7.0,4.0,71.0,59.0,39.0,29.0,9.0,6.0,14.0,17.0,2.0,3.0,10.0,17.0,38,7,0,1,0,0
4571,10385427,9,8,3,3,3,1,6.98,4,35.0,2.2,6.86,6,31.0,2.4,0.95,0.22,0.0,0.0,57.0,4.0,0.0,2.0,1.0,5.0,1.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,9.0,13.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,4.0,226.0,172.0,182.0,125.0,25.0,28.0,12.0,10.0,11.0,7.0,2.0,1.0,6.0,9.0,5.0,4.0,65.0,71.0,26.0,17.0,5.0,7.0,11.0,4.0,4.0,2.0,9.0,16.0,39,43,0,1,0,0
4587,10979293,4,12,4,0,1,1,6.78,12,22.0,0.6,6.92,4,38.0,3.0,0.17,1.14,0.0,0.0,38.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,9.0,11.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,207.0,348.0,154.0,291.0,33.0,24.0,14.0,9.0,6.0,8.0,1.0,3.0,13.0,6.0,2.0,1.0,92.0,81.0,24.0,25.0,7.0,3.0,12.0,18.0,9.0,4.0,13.0,7.0,7,35,0,1,1,1
