id,homeTeamId,awayTeamId,homeScorePeriod1,homeScoreCurrent,awayScorePeriod1,awayScoreCurrent
10385542,48,33,0,1,0,1
10385542,48,33,0,1,0,1
11077408,60,30,0,0,1,2
11077461,34,14,2,2,1,1
11077466,31,40,1,1,1,2
11077468,38,44,0,0,0,0
11077408,60,30,0,0,1,2
11077461,34,14,2,2,1,1
11077466,31,40,1,1,1,2
11077468,38,44,0,0,0,0
11077474,35,50,1,1,0,0
11077467,37,39,1,1,2,5
11077474,35,50,1,1,0,0
11077467,37,39,1,1,2,5
10385578,35,48,1,2,0,0
10385578,35,48,1,2,0,0
10385549,40,14,0,2,0,0
10385548,50,39,1,1,0,2
10385550,43,37,0,0,1,1
10385570,31,60,0,0,1,1
10385562,33,30,1,2,1,1
10385571,3,38,1,1,0,0
10385580,45,17,0,1,1,4
10385546,34,7,1,1,1,5
10385549,40,14,0,2,0,0
10385548,50,39,1,1,0,2
10385550,43,37,0,0,1,1
10385570,31,60,0,0,1,1
10385562,33,30,1,2,1,1
10385571,3,38,1,1,0,0
10385580,45,17,0,1,1,4
10385546,34,7,1,1,1,5
10385572,44,42,1,2,2,2
10385546,34,7,1,1,1,5
10385572,44,42,1,2,2,2
10385566,40,39,1,3,0,0
10385566,40,39,1,3,0,0
10385565,38,30,1,1,1,2
10385583,48,43,1,1,1,3
10385581,45,7,0,0,0,2
10385589,3,50,1,2,0,0
10385575,33,60,1,2,1,3
10385586,17,31,3,3,0,1
10385579,37,42,1,2,2,2
10385565,38,30,1,1,1,2
10385583,48,43,1,1,1,3
10385581,45,7,0,0,0,2
10385589,3,50,1,2,0,0
10385575,33,60,1,2,1,3
10385586,17,31,3,3,0,1
10385579,37,42,1,2,2,2
10385587,14,35,0,0,1,2
10385579,37,42,1,2,2,2
10385587,14,35,0,0,1,2
10385584,34,44,0,1,2,6
10385584,34,44,0,1,2,6
10385607,42,45,1,3,2,3
10385592,43,34,0,2,0,1
10385607,42,45,1,3,2,3
10385592,43,34,0,2,0,1
10385601,50,40,0,1,0,1
10385594,7,48,0,0,0,0
10385593,31,3,1,2,1,1
10385597,44,14,0,3,0,2
10385596,60,37,0,0,3,4
10385610,39,33,5,6,0,1
10385601,50,40,0,1,0,1
10385594,7,48,0,0,0,0
10385593,31,3,1,2,1,1
10385597,44,14,0,3,0,2
10385596,60,37,0,0,3,4
10385610,39,33,5,6,0,1
10385596,60,37,0,0,3,4
10385610,39,33,5,6,0,1
10385613,3,7,1,2,0,0
10385630,40,43,1,1,0,0
10385621,34,31,1,1,0,1
10385613,3,7,1,2,0,0
10385630,40,43,1,1,0,0
10385621,34,31,1,1,0,1
10385602,14,30,1,3,1,1
10385633,38,50,0,0,1,2
10385616,37,44,1,1,1,2
10385636,17,42,2,4,0,1
10385602,14,30,1,3,1,1
10385633,38,50,0,0,1,2
10385616,37,44,1,1,1,2
10385636,17,42,2,4,0,1
10385612,48,39,0,1,1,4
10385628,45,60,0,0,0,1
10385604,33,35,0,2,2,2
10385612,48,39,0,1,1,4
10385628,45,60,0,0,0,1
10385604,33,35,0,2,2,2
10385640,7,37,3,4,2,3
10385640,7,37,3,4,2,3
10385619,50,14,0,2,1,1
10385622,30,3,4,6,0,0
10385625,60,34,2,4,1,1
10385638,43,17,1,1,2,2
10385632,35,40,1,1,0,0
10385645,39,45,0,3,1,1
10385619,50,14,0,2,1,1
10385622,30,3,4,6,0,0
10385625,60,34,2,4,1,1
10385638,43,17,1,1,2,2
10385632,35,40,1,1,0,0
10385645,39,45,0,3,1,1
10385647,44,33,3,4,1,3
10385625,60,34,2,4,1,1
10385638,43,17,1,1,2,2
10385632,35,40,1,1,0,0
10385645,39,45,0,3,1,1
10385647,44,33,3,4,1,3
10385652,31,48,2,2,1,2
10385652,31,48,2,2,1,2
11205391,42,38,3,3,0,1
11205391,42,38,3,3,0,1
11157124,44,43,1,1,0,0
11157238,17,37,0,3,0,0
11157124,44,43,1,1,0,0
11157238,17,37,0,3,0,0
11157237,30,35,0,1,0,0
11157237,30,35,0,1,0,0
10385637,60,38,1,1,1,3
10385655,17,34,2,2,0,1
10385651,33,7,1,1,0,0
10385662,3,40,1,1,0,0
10385654,44,50,1,1,0,0
10385637,60,38,1,1,1,3
10385655,17,34,2,2,0,1
10385651,33,7,1,1,0,0
10385662,3,40,1,1,0,0
10385654,44,50,1,1,0,0
10385658,39,42,0,0,1,2
10385646,37,35,1,1,0,0
10385658,39,42,0,0,1,2
10385646,37,35,1,1,0,0
10385660,43,31,3,5,0,3
11155330,30,48,0,1,3,5
10385650,14,45,3,4,1,3
10385660,43,31,3,5,0,3
11155330,30,48,0,1,3,5
10385650,14,45,3,4,1,3
10385683,34,39,1,2,1,2
10385683,34,39,1,2,1,2
10385694,40,33,1,2,0,1
10385697,38,14,0,2,1,2
10385681,7,60,1,2,0,0
10385702,35,3,1,2,0,0
10385698,45,43,0,0,0,2
10385688,50,37,2,2,0,0
10385685,48,17,0,0,2,3
10385694,40,33,1,2,0,1
10385697,38,14,0,2,1,2
10385681,7,60,1,2,0,0
10385702,35,3,1,2,0,0
10385698,45,43,0,0,0,2
10385688,50,37,2,2,0,0
10385685,48,17,0,0,2,3
10385684,42,30,0,0,0,3
10385688,50,37,2,2,0,0
10385685,48,17,0,0,2,3
10385684,42,30,0,0,0,3
11196472,31,44,0,0,2,3
11196472,31,44,0,0,2,3
11227333,39,30,2,4,0,1
11227333,39,30,2,4,0,1
10385723,33,50,1,1,0,3
10385723,33,50,1,1,0,3
10385703,60,35,0,0,1,1
10385691,43,7,1,2,1,2
10385690,44,40,0,1,1,1
10385716,3,48,1,1,0,1
10385719,14,42,1,1,0,0
10385722,37,34,1,3,1,1
10385714,30,45,2,3,0,1
10385703,60,35,0,0,1,1
10385691,43,7,1,2,1,2
10385690,44,40,0,1,1,1
10385716,3,48,1,1,0,1
10385719,14,42,1,1,0,0
10385722,37,34,1,3,1,1
10385714,30,45,2,3,0,1
10385699,17,38,1,1,0,0
10385722,37,34,1,3,1,1
10385714,30,45,2,3,0,1
10385699,17,38,1,1,0,0
11227334,39,31,0,0,0,0
11227334,39,31,0,0,0,0
11230172,30,17,1,1,1,1
11230172,30,17,1,1,1,1
11230171,35,38,2,4,0,1
11230171,35,38,2,4,0,1
10385712,42,3,3,5,0,0
10385710,40,30,2,2,1,1
10385711,50,17,0,1,0,0
10385709,38,39,1,1,1,1
10385727,7,14,0,1,1,1
10385724,48,60,0,1,0,0
10385726,34,33,0,1,1,4
10385733,31,37,1,2,0,1
10385717,35,43,1,2,1,1
10385731,45,44,2,4,2,4
